,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
371,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramic-Pottery-Supplies/zgbs/arts-crafts/12896441,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,,,,,
372,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramic-Pottery-Tools/zgbs/arts-crafts/12896461,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Ceramic & Pottery Tools,,,,
373,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clay-Extruders-Mixers-Presses/zgbs/arts-crafts/12896471,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,"Clay Extruders, Mixers & Presses",,,,
374,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clay-Molds/zgbs/arts-crafts/262604011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clay Molds,,,,
375,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clays-Doughs/zgbs/arts-crafts/12896491,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clays & Doughs,,,,
376,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Pottery-Modeling-Clays/zgbs/arts-crafts/689390011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clays & Doughs,Clay,,,
377,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramics-Dough/zgbs/arts-crafts/689391011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clays & Doughs,Dough,,,
378,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramics-Glazes/zgbs/arts-crafts/12896501,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Glazes,,,,
379,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Kilns-Firing-Accessories/zgbs/arts-crafts/12896511,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Kilns & Firing Accessories,,,,
380,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Kilns/zgbs/arts-crafts/2933704011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Kilns & Firing Accessories,Kilns,,,
381,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Firing-Accessories/zgbs/arts-crafts/2933705011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Kilns & Firing Accessories,Firing Accessories,,,
382,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Pottery-Wheels-Accessories/zgbs/arts-crafts/12896521,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Pottery Wheels & Accessories,,,,
383,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Pug-Mills-Slab-Rollers/zgbs/arts-crafts/12896531,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Pug Mills & Slab Rollers,,,,
384,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ready-Paint-Ceramics/zgbs/arts-crafts/8090836011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Ready-to-Paint Ceramics,,,,
385,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Supplies/zgbs/arts-crafts/8090710011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,,,,,
386,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesives/zgbs/arts-crafts/12890721,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,,,,
387,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesive-Removers/zgbs/arts-crafts/12898731,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Removers,,,
388,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesive-Sheets-Sprays/zgbs/arts-crafts/12890731,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Sheets & Sprays,,,
389,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Adhesive-Sheets/zgbs/arts-crafts/2933693011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Sheets & Sprays,Adhesive Sheets,,
390,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Adhesive-Sprays/zgbs/arts-crafts/2933694011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Sheets & Sprays,Adhesive Sprays,,
391,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesive-Waxing/zgbs/arts-crafts/12890761,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Waxing,,,
392,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Glues-Pastes/zgbs/arts-crafts/12890741,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Art Glues & Pastes,,,
393,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Tape/zgbs/arts-crafts/12890751,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Arts & Crafts Tape,,,
394,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glue-Guns-Sticks/zgbs/arts-crafts/8090711011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Craft Glue Guns & Sticks,,,
395,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glue-Guns/zgbs/arts-crafts/12898851,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Craft Glue Guns & Sticks,Glue Guns,,
396,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glue-Gun-Sticks/zgbs/arts-crafts/705364011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Craft Glue Guns & Sticks,Glue Gun Sticks,,
397,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Fabric-Adhesives/zgbs/arts-crafts/12890771,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Fabric Adhesives,,,
398,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Office-Laminating-Supplies/zgbs/arts-crafts/300341,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Laminating Supplies,,,
399,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Mounting-Boards/zgbs/arts-crafts/8090816011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Mounting Boards,,,
400,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Scrapbooking-Brads/zgbs/arts-crafts/3298712011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Brads,,,,
401,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clock-Kits/zgbs/arts-crafts/17568924011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Clock Kits,,,,
402,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Bells/zgbs/arts-crafts/8090818011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Craft Bells,,,,
403,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Foam/zgbs/arts-crafts/2933771011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Craft Foam,,,,
404,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Sticks/zgbs/arts-crafts/8090822011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Craft Sticks,,,,
405,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Cutting-Tools/zgbs/arts-crafts/12896551,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,,,,
406,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Knives-Blades/zgbs/arts-crafts/12896561,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Art Knives & Blades,,,
407,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Shears/zgbs/arts-crafts/689393011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Craft Shears,,,
408,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilting-Cutting-Mats/zgbs/arts-crafts/262643011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Cutting Mats,,,
409,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Glass-Cutting-Tools/zgbs/arts-crafts/12896601,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Glass Cutting Tools,,,
410,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Mat-Cutters-Blades/zgbs/arts-crafts/12896611,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Mat Cutters & Blades,,,
411,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Paper-Trimmers-Blades/zgbs/arts-crafts/490584011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Paper Trimmers,,,
412,True,https://www.amazon.com/Best-Sellers-Office-Products-Rotary-Paper-Trimmers/zgbs/office-products/490588011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Paper Trimmers,Rotary Trimmers,,
413,True,https://www.amazon.com/Best-Sellers-Office-Products-Stack-Paper-Trimmers/zgbs/office-products/490589011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Paper Trimmers,Stack & Guillotine Trimmers,,
414,True,https://www.amazon.com/Best-Sellers-Office-Products-Paper-Trimmer-Blades/zgbs/office-products/490590011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Paper Trimmers,Trimmer Blades,,
415,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilting-Rotary-Cutters/zgbs/arts-crafts/262718011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Rotary Cutters,,,
416,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Scissors/zgbs/arts-crafts/689392011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Scissors,,,
417,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Face-Painting-Supplies/zgbs/arts-crafts/7756216011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Face Painting,,,,
418,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Feathers-Boas/zgbs/arts-crafts/8090826011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Feathers & Boas,,,,
419,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glitter/zgbs/arts-crafts/3298704011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Glitter,,,,
420,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Gold-Metal-Leaf/zgbs/arts-crafts/3298705011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Gold & Metal Leaf,,,,
421,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Macrame-Knotting/zgbs/arts-crafts/8090828011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Macrame & Knotting,,,,
422,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Pipe-Cleaners/zgbs/arts-crafts/8090830011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Pipe Cleaners,,,,
423,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Wiggle-Eyes/zgbs/arts-crafts/8090834011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Wiggle Eyes,,,,
424,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Doll-Making-Supplies/zgbs/arts-crafts/262606011,"Arts, Crafts & Sewing",Craft Supplies,Doll Making,,,,,
425,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Fabric-Ribbons/zgbs/arts-crafts/12899411,"Arts, Crafts & Sewing",Craft Supplies,Fabric Ribbons,,,,,
426,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Floral-Arranging-Supplies/zgbs/arts-crafts/262607011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,,,,,
427,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Floral-Foam/zgbs/arts-crafts/8090858011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,Floral Foam,,,,
428,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Floral-Moss/zgbs/arts-crafts/8090862011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,Floral Moss,,,,
429,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Floral-Picks/zgbs/arts-crafts/8090854011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,Floral Picks,,,,
430,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Floral-Tapes-Wraps/zgbs/arts-crafts/8090856011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,Floral Tapes & Wraps,,,,
431,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Floral-Frogs-Kenzans/zgbs/arts-crafts/8090860011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,Frogs & Kenzans,,,,
432,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Vase-Fillers/zgbs/arts-crafts/8149151011,"Arts, Crafts & Sewing",Craft Supplies,Floral Arranging,Vase Fillers,,,,
433,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Supplies/zgbs/arts-crafts/12897111,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,,,,,
434,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Lacing-Needles/zgbs/arts-crafts/12897121,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Lacing Needles,,,,
435,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leather-Cord-Lacing/zgbs/arts-crafts/8090866011,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Leather Cord & Lacing,,,,
436,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leather-Strips-Shapes-Scraps/zgbs/arts-crafts/12897151,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,"Leather Strips, Shapes, & Scraps",,,,
437,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Accessories/zgbs/arts-crafts/12897141,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Leathercraft Accessories,,,,
438,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Rivets/zgbs/arts-crafts/8090872011,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Leathercraft Rivets,,,,
439,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Stamping-Punching-Tools/zgbs/arts-crafts/12897161,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Stamping & Punching,,,,
440,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Stamping-Tools/zgbs/arts-crafts/2933718011,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Stamping & Punching,Stamping,,,
441,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Leathercraft-Punching-Tools/zgbs/arts-crafts/2933719011,"Arts, Crafts & Sewing",Craft Supplies,Leathercraft,Stamping & Punching,Punching,,,
442,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Mosaic-Making-Supplies/zgbs/arts-crafts/262611011,"Arts, Crafts & Sewing",Craft Supplies,Mosaic Making,,,,,
443,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Paper-Craft-Supplies/zgbs/arts-crafts/12897981,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,,,,,
444,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Bookbinding-Supplies/zgbs/arts-crafts/12897991,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Bookbinding,,,,
445,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Card-Making-Kits/zgbs/arts-crafts/3298707011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Card Making Kits,,,,
446,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Decoupage-Supplies/zgbs/arts-crafts/262673011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Decoupage,,,,
447,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Embossing-Supplies/zgbs/arts-crafts/12898461,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Embossing,,,,
448,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Embossing-Accessories/zgbs/arts-crafts/12898471,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Embossing,Accessories,,,
449,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Embossers/zgbs/arts-crafts/12898481,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Embossing,Embossers,,,
450,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Embossing-Folders/zgbs/arts-crafts/7756224011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Embossing,Embossing Folders,,,
451,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Embossing-Tools-Tool-Sets/zgbs/arts-crafts/12898491,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Embossing,Tools & Tool Sets,,,
452,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Paper/zgbs/arts-crafts/12898111,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,,,,
453,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Tissue-Crepe-Paper/zgbs/arts-crafts/490730011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Art Tissue & Crepe Paper,,,
454,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Tissue/zgbs/arts-crafts/2933722011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Art Tissue & Crepe Paper,Art Tissue,,
455,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Crepe-Paper/zgbs/arts-crafts/2933723011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Art Tissue & Crepe Paper,Crepe Paper,,
456,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Card-Stock/zgbs/arts-crafts/262674011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Card Stock,,,
457,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Gift-Wrap-Cellophane/zgbs/arts-crafts/723456011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Cellophane Wrap,,,
458,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Construction-Paper/zgbs/arts-crafts/12898141,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Construction Paper,,,
459,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Decorative-Craft-Paper/zgbs/arts-crafts/12898151,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Decorative Paper,,,
460,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Kraft-Paper/zgbs/arts-crafts/490736011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Kraft Paper,,,
461,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Metallic-Paper-Foil/zgbs/arts-crafts/8090712011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Metallic Paper & Foil,,,
462,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Multimedia-Surfaces/zgbs/arts-crafts/12898191,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Multimedia Surfaces,,,
463,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Origami-Paper/zgbs/arts-crafts/12898211,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Origami Paper,,,
464,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Paper-Ribbon-Raffia/zgbs/arts-crafts/8090876011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Paper Ribbon & Raffia,,,
465,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Parchment-Paper/zgbs/arts-crafts/12898221,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Parchment,,,
466,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Printmaking-Paper/zgbs/arts-crafts/12898251,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Printmaking Paper,,,
467,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Transfer-Paper/zgbs/arts-crafts/12898301,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper,Transfer Paper,,,
468,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Paper-Craft-Tools/zgbs/arts-crafts/12898051,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Paper Craft Tools,,,,
469,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Papermaking-Supplies/zgbs/arts-crafts/12898321,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Papermaking,,,,
470,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Papier-Mache-Supplies/zgbs/arts-crafts/12898401,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Papier-Mâché,,,,
471,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Paper-Punches/zgbs/arts-crafts/12898081,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Punches,,,,
472,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilling-Supplies/zgbs/arts-crafts/7756218011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Quilling,,,,
473,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilling-Kits/zgbs/arts-crafts/8090878011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Quilling,Kits,,,
474,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilling-Strips/zgbs/arts-crafts/12898911,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Quilling,Quilling Strips,,,
475,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilling-Tools/zgbs/arts-crafts/8090880011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,Quilling,Tools,,,
476,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Paper-Trimmers-Blades/zgbs/arts-crafts/490584011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Scissors, Trimmers & Shears",,,,
477,True,https://www.amazon.com/Best-Sellers-Office-Products-Rotary-Paper-Trimmers/zgbs/office-products/490588011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Scissors, Trimmers & Shears",Rotary Trimmers,,,
478,True,https://www.amazon.com/Best-Sellers-Office-Products-Stack-Paper-Trimmers/zgbs/office-products/490589011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Scissors, Trimmers & Shears",Stack & Guillotine Trimmers,,,
479,True,https://www.amazon.com/Best-Sellers-Office-Products-Paper-Trimmer-Blades/zgbs/office-products/490590011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Scissors, Trimmers & Shears",Trimmer Blades,,,
480,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Stencils-Templates-Accessories/zgbs/arts-crafts/18262429011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Stencils, Templates & Accessories",,,,
481,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Artists-Drawing-Lettering-Aids/zgbs/arts-crafts/12896671,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Stencils, Templates & Accessories",Stencils & Templates,,,
482,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Stencil-Brushes-Pouncers/zgbs/arts-crafts/8090882011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Stencils, Templates & Accessories",Stencil Brushes & Pouncers,,,
483,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Stencil-Ink/zgbs/arts-crafts/8090884011,"Arts, Crafts & Sewing",Craft Supplies,Paper & Paper Crafts,"Stencils, Templates & Accessories",Stencil Ink,,,
484,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Picture-Framing-Materials/zgbs/arts-crafts/12896921,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,,,,,
485,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Frame-Molding/zgbs/arts-crafts/12896931,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Frame Molding,,,,
486,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Frame-Rulers-Straight-Edges/zgbs/arts-crafts/12896961,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Frame Rulers & Straight Edges,,,,
487,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Frame-Sections-Parts/zgbs/arts-crafts/12896941,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Frame Sections & Parts,,,,
488,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Framing-Tools/zgbs/arts-crafts/12896951,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Framing Tools,,,,
489,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Mat-Cutters-Blades/zgbs/arts-crafts/12896611,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Mat Cutters & Blades,,,,
490,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Photo-Mat-Boards-Cutters/zgbs/arts-crafts/12896981,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Matting & Mounting Materials,,,,
491,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Picture-Hanging-Hardware/zgbs/arts-crafts/511352,"Arts, Crafts & Sewing",Craft Supplies,Picture Framing,Picture Hanging Materials,,,,
492,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Scratchboards-Foil-Engraving/zgbs/arts-crafts/8090713011,"Arts, Crafts & Sewing",Craft Supplies,Scratchboards & Foil Engraving,,,,,
493,True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Foil-Engraving/zgbs/arts-crafts/8090886011,"Arts, Crafts & Sewing",Craft Supplies,Scratchboards & Foil Engraving,Foil Engraving,,,,
